UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
54	0
0	17
11	27
0	18
0	11
0	15
0	3
1	15
0	15
0	1
2	59
3	59
0	0
0	0
0	94
1	131
6	35
0	80
0	4
0	14
14	126
0	61
0	0
0	0
0	0
2	7
0	2
0	7
0	2
0	3
0	10
3	167
0	0
0	0
0	69
0	138
0	25
0	55
0	0
0	27
0	0
0	12
0	20
0	0
0	19
0	0
0	0
0	69
0	69
0	69
0	0
0	0
0	46
0	41
0	4
0	69
0	3
0	0
0	7
0	4
0	0
0	0
0	8
0	0
0	0
0	0
0	0
36	144
0	29
0	0
0	90
0	38
5	0
0	13
0	130
0	117
5	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
23	0
0	10
0	9
0	0
0	1
0	10
0	13
439	30
0	1
0	1
0	0
0	0
0	0
0	13
0	12
0	13
0	0
0	5
0	7
0	13
0	1
0	1
0	6
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	3
5	3
0	3
0	1
0	0
0	2
0	2
0	0
0	1
1	0
0	0
0	3
0	0
0	0
2	0
0	1
0	1
0	1
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
107	79
0	0
0	41
0	17
0	4
0	1
0	22
0	9
2	107
0	34
0	6
0	19
0	28
18	107
0	28
0	28
0	0
0	62
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	29
0	23
0	6
0	5
0	23
0	0
0	0
0	0
0	1
0	20
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	98
4	31
58	31
0	0
0	0
0	0
0	0
0	5
0	5
0	3
0	2
0	0
0	0
0	0
2	2
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	27
0	5
2	27
0	0
0	0
0	0
0	0
0	0
0	0
0	0
118	48
3	17
0	22
0	14
0	0
0	0
0	0
0	0
0	1
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
27	192
0	192
0	52
0	52
0	0
0	0
0	0
0	0
0	0
8	4
0	4
0	0
0	0
0	0
0	0
0	0
4	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
25	42
0	6
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	144
0	9
0	3
19	138
0	4
0	11
0	0
0	0
0	0
0	0
